riddle,choice0,choice1,choice2,choice3,choice4,label
What is broken if you can't break it?,watermelon,sombrero,pinata,Halloween,piñata,4
You turn me over after you have traveled far. What am I?,speedometer,bmw,odometer,corolla,stoplight,2
What do you call a foot that is about to step on to the ground?,jitter,rustling,footstep,escalator,elevator,2
Chemical Mechanical Electrical Civil,hyphen,engineering,computer science,comma,biology,1
"I am a place with substance and story, where many masquerade to there glory. What am I?",stage,hyphen,shock,fuel,comma,0
"You’ll have me at night and if you remove the first letter I denote the top, such as on a train.",lunch,supper,breakfast,communion,dinner,1
Where do animals go to get their new tails when they're broken?,kiosk,car dealership,imagination,retail shop,childhood,3
We're the measure of hunger and also of power. Four of us will bring on the final hour. Some gain wealth on account of our speed. Once we are broken to man we will heed. What are we?,castle,sword,pigs,rabbits,horses,4
"I am born through wrongful events, sometimes even despair. I show that deep down you care. Although I give you strength, I am but a flaw. I can even turn a man into a monster, a monster that even his own loved ones saw. What am I?",emotions,anger,jealousy,hatred,frustration,1
"""If an adault refers to their ""crib"", they are talking about:""",garage,tissue box,apartment,house,pillow,3
"Kings and queens may cling to power, and the jesters may have their call. I am the most common but I can rule them all. What am I?",moon,aro,asteroid,ace,spades,3
The time between daylight and darkness when blood drinkers like to come out. What am I?,rarity,twilight,dental floss,duct tape,sunset,1
"In the young, I am found, A maker of games, A leap, and a bound.From reality's reins. When no muse is to be found, Artists turn to me; Marvel in my sights and sounds.And copy what they see. Inventors ride upon my back, Jump over truths that block the way; In this way escape the track.And drag back home their prey. Have me, use me, hold me dear.But never fall in love with me. From me you have nothing to fear.Unless of course you trust me. A child's plaything, An artist's friend, An inventor's steed, And sanity's end. What am I?",logic,imagination,figment,emotions,creativity,1
What is the only common four-letter English word that ends in the suffix -eny?,Atlantic,highway,claim,deny,acknowledge,3
What do you call pigs that write letters to each other?,eraser,paintbrush,snail mail,postcards,pen pals,4
My voice rises above the din sometimes catching all unaware. I never ask questions yet get many answers.,garage,motion sensor,deadbolt,doorbell,window,3
I will tell you that in roman numerals IX=9. How do you make the symbol for 9 into the symbol for six in one stroke?,five,eight,four,three,six,4
"I'm easy to spot and can be hard to get rid of. On some things I'm a nuisance, and on others I'm the main attraction. On those same things it's proper to remove me and on others it's cruel to take me. What am I?",comma,hyphen,entrance,spot,slot,3
"I come in many colors, some are blue and white. While some people annoy me, I am not much for the fight. I live where people rarely tread, but you will find me close to bed. What am I?",whales,turtles,shark,dolphin,hippos,0
When you peel me you cry what am I?,sausage,tomato,garlic,celery,onion,4
"When it rains, I never get any wetter.  What am I?",grape,water,ocean,cucumber,sediment,1
What goes up and down the stairs without moving?,comforter,rug,drapes,mattress,curtain,1
I can spell  yet i have no mouth  i can speak to animals  but cant speak to humans  i am feirce but small    What am I ?,beaver,bee,squirrel,spider,praying mantis,1
"I am a place you must be quiet in, Even though much information is shared within, I have everything you need in order to learn, But the people who run me are often stern. What am I?",bookstore,library,underwear,documents,corset,1
What is something to everybody and nothing to everyone else?,mind,matter,comma,consciousness,hyphen,0
"Sometimes I`m good, sometimes I`m bad Sometimes you wait for me, sometimes you fear me Sometimes you see me, sometimes you hear me.  Sometimes you make me, sometimes you even spread me What am I?",skills,suggestion,news,wisdom,headlines,2
"You write on me and secrets I can keep. In places never seen. I spin like a top. Though stiff as a board, I'm often described like a mop. What am I?",sandpaper,dental floss,floppy disk,flash drive,mp3 player,2
I flow from the mouth of Homer when he sees doughnuts. What am I?,gag,giggle,drool,hearse,driveway,2
It is nice when given it is grim when stolen It is deadly when too much is lost,urine,blood,semen,saliva,kidney,1
I am partially baked. I am not completely lit. I am a portion of the moon. I am lesser than full wit. I am a divider of the hour. I am not a total lie. I am a sibling through one parent.,half,1/2,second,before,quarter,0
What smells better than it tastes?,forehead,throat,lips,nose,chin,3
"Riddle me this. I am humble in my greetings, but forget my whole and you are sure to find hell. What am I?",hail,aloha,hey,hello,welcome,3
what is small but can save things that do not weight anything in it?,usb stick,harddrive,Macbook,thumbdrive,computer,3
"You can't touch me nor see me, but I always pull you, keeping you heavy. When I am gone you will always float. What am I?",air resistance,helium balloon,buoyancy,gravity,geometry,3
"I drink red juice, go drunk, gain weight, fly to the sky then die. Who am I?",ant,housefly,bird,mosquito,wasps,3
I am a type of insect. You might see flutter by. I have wings so colorful. I am a _ _ _ _ _ _ _ _ _?,butterfly,cafeteria,ihop,spider,bee,0
"We are four words that rhyme.To figure us out, it is now time. The first is simply paper money.The next needs wind, and that's not funny. The third is when you pour something out, but miss.The last is simply a murder; so just listen to this. Now tell me what these four words are.And you just might go really far",comma,bill,legislation,legislature,hyphen,1
"Tires a horse, worries a man; Tell me this riddle if you can.",comma,hyphen,saddle,horse,handlebar,2
what falls when thrown up but rises when thrown down?,ball,chicken,avocado,goal line,backboard,0
"This is variety of pasta formed in narrow tubes, often mixed with cheese powder.",cheese,bacon,pasta,ketchup,macaroni,4
"""Besides NME, which other three letters can be used to express ""enemy""?""",contradictory,ally,metaphor,adversary,foe,4
A wooden block is floated on water. What can be placed on it to reduce its weight?,dick,surgeon,dentist,mouth,hole,4
"I'm a vegetable that is a long, green stalk. I'm usually eaten at thanksgiving with cheese or peanut butter.",celery,garlic,carrots,asparagus,broccoli,0
"So beautiful and cold, So young and yet so old, Alive but always dead, Still hungry when has fed, Will die if it is bled, Or you cut off its head.",zombie,succubus,vampire,demon,werewolf,2
"""A group of campers have been on vacation so long, that they've forgotten the day of the week. The following conversation ensues. Darryl: ""What's the day? I dont think it is Thursday, Friday or Saturday."" Tracy: ""Well that doesn't narrow it down much. Yesterday was Sunday."" Melissa: ""Yesterday wasn't Sunday, tomorrow is Sunday."" Ben: ""The day after tomorrow is Saturday."" Adrienne: ""The day before yesterday was Thursday."" Susie: ""Tomorrow is Saturday."" David: ""I know that the day after tomorrow is not Friday.""  If only one person's statement is true, what day of the week is it?""",Friday,Saturday,Sunday,Thursday,Monday,0
We spread tears but no blame do we deserve.Your protection and good health we preserve. We do make you temporarily blind.But in a way that's not at all unkind. Up and down as your day you go about.We're usually closed when the lights go out. What are we?,lips,crotch,eyelids,cheeks,momma,2
"First think of the person who lives in disguise, who deals in secrets and tells naught but lies?",espionage,spy,hyphen,comma,operative,1
I am not living or dead.I cause much grief.Young and old die by my coming.I am a tool used to compete,Carbon dioxide,hostilities,Antarctica,invasion,war,4
Which one of Santa's reindeer is the fastest?,Dominos,dasher,customer,receptionist,waiter,1
"Color of night, rainbow or white. If I check health,I'm unhealthy myself.I can be hot.Ur eyes will water,At my incredible bite.What am I?",hair,oregano,pepper,basil,eyelids,2
"You can get fooled by me and you have no clue what you are doing, you can see them day and night. What am I?",Atlantic,renew,highway,waive,sign,4
My first part compliments people. My second part makes things known. My third part hurts feelings. My fourth part holds a previous treasure. My fifth part is used when sharing fancy beverages. What am I?,valley,hand,finger,palm,waterfall,1
